1	Gilgameš said to him, to Ūta-napišti the Far-away:
2	"I keep looking at you, Ūta-napišti:
3	your measurements are not different — you are as I am;
4	you yourself are not different — you are as I am.
5	My heart was wholly set on doing battle with you,
6	[yet ... ] my arm lies idle against you.
7	[Yo]u — how did you come to stand in the assembly of the gods and hunt out life?"
8	Ūta-napišti said to him, to Gilgameš:
9	"Let me open to you, Gilgameš, a guarded matter;
10	let me tell you a secret of the gods.
11	Šuruppak — a city you yourself know,
12	[a city] set on the bank of the Euphrates —
13	that city was old, and gods were inside it,
14	and the great gods' heart moved them to make the Flood.
15	Their father Anu sw[or]e the oath,
16	their counsellor the fighter Enlil,
17	their throne-bearer Ninurta,
18	their canal-master Ennugi;
19	Ea the Prince was under oath along with them —
20	so he repeated their word to a fence of reeds:
21	'Reed fence, reed fence! Wall, wall!
22	Reed fence, listen! Wall, take note!
23	Man of Šuruppak, son of Ubar-Tutu:
24	tear down the house; build a boat.
25	Abandon wealth; go looking for the living.
26	Despise property; keep breath alive.
27	Take up into the boat the seed of every living thing.
28	The boat you are to build —
29	let her measurements be measured out;
30	let her beam and her length answer one another;
31	roof her over like the Apsû.'
32	I understood, and I said to Ea my lord:
33	'I ob[ey,] my lord, what you have said, just so;
34	I have marked it; I will do it.
35	But h[ow] shall I answer the city — the crowd and the elders?'
36	Ea shaped his mouth to speak,
37	saying to me, his servant:
38	'Then you, say to them this:
39	"[Sur]ely Enlil has come to hate me;
40	I can dwell in [yo]ur city no longer;
41	[on] Enlil's ground I can set my [fo]ot no more.
42	[I will go do]wn to the Apsû, to dwell with Ea my lord —
43	and [on y]ou he will rain down plenty:
44	[a wealth] of birds, a bounty(?) of fishes,
45	[ ... ] riches and harvest;
46	in the morning, bread-cakes(?);
47	in the evening he will rain down on you a shower of wheat."'
48	At the first of the morning's brightening,
49	at the gate of Atra-hasīs the lan[d] was gathering:
50	the carpenter carrying [his] adz[e,]
51	the reed-worker carrying [his] sto[ne,]
52	[the shipwright(?) carrying] hi[s] heavy axe;
53	the young men [ ... ;]
54	the old men hauling rope of palm-fibre;
55	the rich man carrying the pitch;
56	the poor man brought the tackle [ ... ]
57	On the fifth day I set down her shape:
58	one field her floor-plan; ten rods tall her sides;
59	ten rods each way the rim of her deck.
60	I laid down her hull; I drew her out.
61	I gave her six decks;
62	I divided her sevenfold;
63	her interior I cut into nine.
64	Water-plugs I drove into her waist;
65	I saw to the punting-poles and laid in the stores.
66	Three times thirty-six hundred (measures) of pitch I poured into the kiln;
67	three times thirty-six hundred of bitumen I put inside;
68	three times thirty-six hundred (measures the) basket-bearers hauled of oil,
69	besides the thirty-six hundred of oil the offering consumed
70	and the twice thirty-six hundred of oil the boatman stowed away.
71	I slaughtered oxen past counting;
72	I killed sheep every day;
73	ale, beer, oil, and wine
74	[I gave] my crews to drink like river-water,
75	and they made festival as on the days of the New Year itself.
76	At the ris[ing] of the sun I set my hand to the oiling;
77	[be]fore the sun's setting the boat was finished.
78	[The launching(?)] was a hard torment:
79	we kept shifting rollers(?) fore and aft
80	[until] two-thirds of her [we]nt in.
81	Everything I had I loaded on her:
82	everything I had of silver I loaded on her;
83	everything I h[ad] of gold I loaded on her;
84	everything I ha[d I loa]ded on her — the seed of every living thing.
85	I brought up in[to] the boat all my family and kin;
86	the herds of the steppe, the beasts of the steppe, the sons of every craft I brought aboard.
87	Šamaš had set me the appointed hour:
88	'In the morning, bread-cakes(?); in the evening he will rain down a shower of wheat —
89	then enter the boat and seal your hatch.'
90	That hour arrived:
91	in the morning, bread-cakes(?); in the evening he rained down a shower of wheat.
92	I watched the face of the weather:
93	the weather was terror to behold.
94	I entered the boat and sealed my hatch;
95	to the sealer of the boat, to Puzur-Enlil the shipwright,
96	I handed over the palace with its goods.
97	At the first of the morning's brightening
98	there rose up off the base of the sky a black cloud;
99	inside it Adad was thundering on and on;
100	Šullat and Haniš were going before it,
101	the throne-bearers going over mountain and land;
102	Errakal was wren[ching] out the mooring-poles;
103	Ninurta, going by, made the weirs overflow;
104	the Anunnaki lifted torches high,
105	setting the land ablaze with their glare.
106	The dead-stillness of Adad crossed the sky,
107	turning all that was bright to bla[ck]ness.
